id,Activity,Project Name,start,end,date_difference,BD25 Lead Producer,Item Type,Greenlight Status
recrsVsbL9zl2fnwi,Mind The Gap rehearsal,The Bradford Progress,2025-04-17 15:00:00+00:00,2025-04-16 17:00:00+00:00,"-1 day, 2:00:00",Kat Boon,Event (any public-facing activity),Greenlit
recR85bPFlj2AOQWr,Music Library at National Play Day Event @Barkerend Hub,Our Patch - Rhythms on The Road East,2025-08-07 09:00:00+00:00,2025-08-06 11:00:00+00:00,"-1 day, 2:00:00",,Event (any public-facing activity),Greenlit
rec36Re1Lb9lK7w1B,BD25 Volunteer Session,A Good Yarn: Luke Jerram,2025-06-18 16:00:00+00:00,2025-06-17 18:30:00+00:00,"-1 day, 2:30:00",Helen Wells,Event (any public-facing activity),Greenlit
recf0giJJHhcHb3BF,Cook healthy meals,Our Patch - Thornby Hub Cook Healthy Meals,2025-05-01 18:59:00+00:00,2025-04-30 23:00:00+00:00,"-1 day, 4:01:00",,Event (any public-facing activity),Greenlit
recgBlYhxhX9WCB7L,Familes and  Under 5's,Our Patch - Barkerend Family Hub Sensory Garden and Craft Group Project,2025-05-01 18:59:00+00:00,2025-04-30 23:00:00+00:00,"-1 day, 4:01:00",,Event (any public-facing activity),Greenlit
recd8mQrgaaOUWcjF,James Project Planning,Our Patch - Bagsy the Backseat,2025-05-01 18:59:00+00:00,2025-04-30 23:00:00+00:00,"-1 day, 4:01:00",,Event (any public-facing activity),Greenlit
recyaDqYZRsy6Rp5e,Youth Service Planning,Our Patch - Bagsy the Backseat,2025-05-01 18:59:00+00:00,2025-04-30 23:00:00+00:00,"-1 day, 4:01:00",,Event (any public-facing activity),Greenlit
reca9n2S5weuYGbTP,Girls Group,Our Patch - MAPA Girls Group,2025-05-01 18:59:00+00:00,2025-04-30 23:00:00+00:00,"-1 day, 4:01:00",,Event (any public-facing activity),Greenlit
recga1ts7ooHNYZ8z,Youth Zen Den,Our Patch - Youth Zen Den,2025-05-01 18:59:00+00:00,2025-04-30 23:00:00+00:00,"-1 day, 4:01:00",,Event (any public-facing activity),Greenlit
recEDIFNAVUD1GKdl,Street Choirs Festival - Day 3,Street Choirs Festival,2025-06-15 12:09:00+00:00,2025-06-14 23:00:00+00:00,"-1 day, 10:51:00",,Event (any public-facing activity),
recNs1iu8YeMXcfsT,European Season Launch Event,European Season Launch Event,2025-04-30 11:58:00+00:00,2025-04-29 23:00:00+00:00,"-1 day, 11:02:00",Dan Kok,Event (any public-facing activity),
recVAz2rVEt1Srch0,Press Trip - January 2025,Press Trips,2025-01-10 12:57:00+00:00,2025-01-10 00:00:00+00:00,"-1 day, 11:03:00",,Event (any public-facing activity),
recpFTHm7rBOfbxS1,Celebrations of Bradford 2025 and LNER Partnership - London event,Celebrations of Bradford 2025 and LNER Partnership,2025-05-19 11:55:00+00:00,2025-05-18 23:00:00+00:00,"-1 day, 11:05:00",,Event (any public-facing activity),
recqDUwWuUAzR4fO2,Celebrations of Bradford 2025 and LNER Partnership - Bradford event,Celebrations of Bradford 2025 and LNER Partnership,2025-05-19 11:55:00+00:00,2025-05-18 23:00:00+00:00,"-1 day, 11:05:00",,Event (any public-facing activity),
recFmC5vw3Uc2syOg,Spread the Word About Bradford 2025 - Day 1,Spread the Word About Bradford 2025,2025-03-15 12:49:00+00:00,2025-03-15 00:00:00+00:00,"-1 day, 11:11:00",,Event (any public-facing activity),
rec0QLUtgaQDdDkpL,village vangoghs,Our Patch - Tong Village - The Village Van Goghs,2025-09-08 09:30:00+00:00,2025-09-07 23:00:00+00:00,"-1 day, 13:30:00",,Event (any public-facing activity),Greenlit
recfjbKALDdtwaLEZ,Village Van Goghs,Our Patch - Tong Village - The Village Van Goghs,2025-09-15 09:30:00+00:00,2025-09-14 23:00:00+00:00,"-1 day, 13:30:00",,Event (any public-facing activity),Greenlit
recX0O4JcZdVS3GmB,Holme in the Wood cofee shop,Our Patch - Holme in the Wood coffee shop and Bierley Church - BD4 Artistes,2025-09-10 09:30:00+00:00,2025-09-09 23:00:00+00:00,"-1 day, 13:30:00",,Event (any public-facing activity),Greenlit
recBoj3reoc1rMhyG,Programme Launch September Live Event ,Programme Launch (Sept 12th event),2024-09-12 18:00:00+00:00,2024-09-12 09:00:00+00:00,"-1 day, 15:00:00",Ezra Nash,Event (any public-facing activity),Greenlit
receVzGpfI1CQZQgy,The Global Village Event,Our Patch - One-off community events: East,2025-07-26 10:30:00+00:00,2025-07-26 02:30:00+00:00,"-1 day, 16:00:00",,Event (any public-facing activity),Greenlit
recYkcC0qT3U6FLco,Kate test schedule item 3,Kate Test project 1,2025-08-20 09:21:00+00:00,2025-08-20 08:45:00+00:00,"-1 day, 23:24:00",Kate Reynolds,Event (any public-facing activity),Greenlit
rec04bm7u3pmswFFH,Dhol Drumming,Our Patch - Dhol Drumming,2025-08-06 06:00:00+00:00,2025-08-06 05:30:00+00:00,"-1 day, 23:30:00",,Event (any public-facing activity),Greenlit
recbKuKrh5vpofrgw,Queensbury Tesco's Car Park Screening ,A Screen Near You - The Incredible Moving Cinema,2025-03-30 23:00:00+00:00,2025-03-31 23:00:00+00:00,"1 day, 0:00:00",Kat Boon,Event (any public-facing activity),Greenlit
recogK9UJ1gt4qua8,Woodbank Nurseries Screening ,A Screen Near You - The Incredible Moving Cinema,2025-04-02 23:00:00+00:00,2025-04-03 23:00:00+00:00,"1 day, 0:00:00",Kat Boon,Event (any public-facing activity),Greenlit
recA621m5EA0A7yVO,Events,"Sing, Dance, Leap",2025-06-17 23:00:00+00:00,2025-06-18 23:00:00+00:00,"1 day, 0:00:00",Alice Boulton-Breeze,Event (any public-facing activity),Greenlit
recVIJHIVBESASu0q,1000 Voices,"Sing, Dance, Leap",2025-06-17 23:00:00+00:00,2025-06-18 23:00:00+00:00,"1 day, 0:00:00",Alice Boulton-Breeze,Event (any public-facing activity),Greenlit
rec76ZLc0Z2sADUUI,Performance,The Bradford Progress,2025-05-16 23:00:00+00:00,2025-05-17 23:00:00+00:00,"1 day, 0:00:00",Kat Boon,Schedule Entry,Greenlit
recopcFcmcBdUnGhR,R&D 2 The Bradford Progress ,The Bradford Progress,2024-12-14 00:00:00+00:00,2024-12-15 00:00:00+00:00,"1 day, 0:00:00",Kat Boon,Schedule Entry,Greenlit
recxTVbrY1mqkVZBv,Site visit and R&D,The Bradford Progress,2024-12-14 00:00:00+00:00,2024-12-15 00:00:00+00:00,"1 day, 0:00:00",Kat Boon,Schedule Entry,Greenlit
recPHUfVUyUZJtiKx,Leeds Piano Competition 2024,BBC 4-Leeds Piano Competition 2024,2024-09-19 23:00:00+00:00,2024-09-20 23:00:00+00:00,"1 day, 0:00:00",,Event (any public-facing activity),
rec37d6Wkco5G9cur,How Soon Is Now,ARCHIVE: How Soon Is Now (grant dependent),2025-03-31 23:00:00+00:00,2025-04-01 23:00:00+00:00,"1 day, 0:00:00",,Event (any public-facing activity),
rec3vwhokk6h2Wjpj,Press preview(s) ,We Will Sing by Ann Hamilton at Salt's Mill,2025-04-27 23:00:00+00:00,2025-04-28 23:00:00+00:00,"1 day, 0:00:00",Jessica,Event (any public-facing activity),Greenlit
recDJssxzrmdCA5v9,Creative Cities Convention 2025,Creative Cities Convention,2025-05-06 23:00:00+00:00,2025-05-07 23:00:00+00:00,"1 day, 0:00:00",Kate Moore,Event (any public-facing activity),
recxMvsb0N6PnNq78,Creative Cities Skills Summit,Creative Cities Convention,2025-05-06 23:00:00+00:00,2025-05-07 23:00:00+00:00,"1 day, 0:00:00",Kate Moore,Event (any public-facing activity),
receena54Ly1xo1Bn,Ramadan Festival - Open Iftar,Ramadan Festival,2025-03-21 13:15:00+00:00,2025-03-22 13:15:00+00:00,"1 day, 0:00:00",,Event (any public-facing activity),
recOgksgULuHcFe06,Akram Khan’s ‘Jungle Book Reimagined’,Akram Khan and Dance United - Memories of the Future,2025-01-24 00:00:00+00:00,2025-01-25 00:00:00+00:00,"1 day, 0:00:00",Jodie Noble,Event (any public-facing activity),Greenlit
rechaGO8uuepDSIuK,Nigerian Community Session 1 ,Meet Our Mothers,2024-11-25 16:00:00+00:00,2024-11-26 18:00:00+00:00,"1 day, 2:00:00",Ned Archibong,Event (any public-facing activity),Greenlit
recAzes9CHWjjHed4,Industry talk 2,Elevate - Heritage Skills Project,2024-11-20 18:30:00+00:00,2024-11-21 21:30:00+00:00,"1 day, 3:00:00",Alice Boulton-Breeze,Event (any public-facing activity),Greenlit
recLwrJJdKFiLfjZ3,BD is Lit 2023,BD is Lit 2023,2023-11-03 16:30:00+00:00,2023-11-04 21:00:00+00:00,"1 day, 4:30:00",Jenny Harris,Event (any public-facing activity),Greenlit
recFEWPq9fFO5RNES,"Aerial training Weekend #2 (9-4pm, both days) ",Bloom,2025-05-10 08:00:00+00:00,2025-05-11 15:00:00+00:00,"1 day, 7:00:00",Helen Wells,Event (any public-facing activity),Greenlit
reccwzud741zbHo43,"Aerial training Weekend #4,  (9-4pm, both days) Sat 2nd  & Sun 3rd Aug",Bloom,2025-08-02 08:00:00+00:00,2025-08-03 15:00:00+00:00,"1 day, 7:00:00",Helen Wells,Event (any public-facing activity),Greenlit
recqKQvQ0bW4llEJ4,"Aerial training Weekend #1 (9-4pm, both days)",Bloom,2025-04-12 08:00:00+00:00,2025-04-13 15:00:00+00:00,"1 day, 7:00:00",Helen Wells,Event (any public-facing activity),Greenlit
recyabOe59BPPSzKW,"Aerial training Weekend #3, (9-4pm, both days) Sat 12th & Sun 13th July ",Bloom,2025-07-12 08:00:00+00:00,2025-07-13 15:00:00+00:00,"1 day, 7:00:00",Helen Wells,Event (any public-facing activity),Greenlit
recHYn13mS7peINuL,Street Choirs Festival - Day 1,Street Choirs Festival,2025-06-13 12:08:00+00:00,2025-06-14 23:00:00+00:00,"1 day, 10:52:00",,Event (any public-facing activity),
recvX1FdRj8jVhce5,Tower of Now: Saad Qureshi Opening Weekend,Tower of Now: Saad Qureshi (programme strand),2025-04-25 08:00:00+00:00,2025-04-26 23:00:00+00:00,"1 day, 15:00:00",Jodie Noble,Event (any public-facing activity),Greenlit
recH3YjkKtSrtd0Oj,Community Sharing Event,Bassline Symphony,2025-05-01 23:00:00+00:00,2025-05-03 23:00:00+00:00,"2 days, 0:00:00",Ned Archibong,Event (any public-facing activity),Greenlit
recSkChOG2v1paAuV,Honk! Bradford by Peace Artistes,Honk! Bradford by Peace Artistes,2025-09-25 23:00:00+00:00,2025-09-27 23:00:00+00:00,"2 days, 0:00:00",Helen Wells,Event (any public-facing activity),Greenlit
recy46Cb5amjCVmbP,Ride by Spin Arts - Invited Matinee Preview,Spin Arts: RIDE,2025-09-19 11:00:00+00:00,2025-09-21 14:00:00+00:00,"2 days, 3:00:00",Kat Boon,Event (any public-facing activity),Greenlit
recGPCQxznCdaqXxd,Creative Briefs - Testing & Refinement with Looked After Children,PLAY: Escape Room Design Challenge,2025-03-25 10:00:00+00:00,2025-03-27 15:00:00+00:00,"2 days, 5:00:00",Cat Stiles,Event (any public-facing activity),Greenlit
recdKgeRSeYP7C6sV,Pauline Black: A 2-Tone Story [+ Q&A],Bradford's Bigger Picture - Pictureville Year Round Programme,2025-04-01 13:00:00+00:00,2025-04-03 20:00:00+00:00,"2 days, 7:00:00",Kat Boon,Event (any public-facing activity),Greenlit
recWgqzaSNEHwQwZW,STRIKE,STRIKE,2025-10-01 23:00:00+00:00,2025-10-04 23:00:00+00:00,"3 days, 0:00:00",Harry Jelley,Event (any public-facing activity),Greenlit
recJaFvmabLtbhgFg,Performance,Compagnie Off: Giraffes,2024-08-21 12:00:00+00:00,2024-08-24 18:00:00+00:00,"3 days, 6:00:00",Helen Wells,Event (any public-facing activity),Greenlit
recmAg9Ab12uNkk7o, Bradford Industrial Museum Screenings,A Screen Near You - The Incredible Moving Cinema,2025-06-07 10:00:00+00:00,2025-06-10 21:00:00+00:00,"3 days, 11:00:00",Kat Boon,Event (any public-facing activity),Greenlit
recnWsLip93OFC1wT,Woodbank Nurseries Screenings ,A Screen Near You - The Incredible Moving Cinema,2025-06-12 10:00:00+00:00,2025-06-15 21:00:00+00:00,"3 days, 11:00:00",Kat Boon,Event (any public-facing activity),Greenlit
rec12z9bIEnRMVOpr,Making / Rehearsals,The Bradford Progress,2025-05-11 23:00:00+00:00,2025-05-15 23:00:00+00:00,"4 days, 0:00:00",Kat Boon,Task,Greenlit
recMjksM53p4rtJJ9,Boxing Session 8 - Final Session,Our Patch - Boxing for wellbeing Kirkgate Centre,2025-08-10 16:30:00+00:00,2025-08-14 18:00:00+00:00,"4 days, 1:30:00",,Event (any public-facing activity),Greenlit
recEBs3HAXQvcXIpy,"Boxing Celebration Event - The end with a new beginning, celebrating the commitment and dedication of the group.",Our Patch - Boxing for wellbeing Al Hira Mosque,2025-08-10 19:00:00+00:00,2025-08-14 20:30:00+00:00,"4 days, 1:30:00",,Event (any public-facing activity),Greenlit
receF5zjMpJLr2xfR,Mural painting week - skater only paarticipation ,Our Patch - Bingley Skate Park/Myrtle Park,2025-09-15 08:00:00+00:00,2025-09-19 15:00:00+00:00,"4 days, 7:00:00",,Event (any public-facing activity),Greenlit
recLrfRqlwxzGiHKp,Widescreen Weekend I 25 - 29 September I Programme TBA,Pictureville Screenings - Widescreen Weekend,2025-09-24 23:00:00+00:00,2025-09-29 22:30:00+00:00,"4 days, 23:30:00",Kat Boon,Event (any public-facing activity),Greenlit
recrOaxMilNImBU6b,Ghana Residency,Wandering Imaginations: Emerging Fantasy Writer Exchange,2025-01-26 10:24:00+00:00,2025-01-31 10:24:00+00:00,"5 days, 0:00:00",Harry Jelley,Event (any public-facing activity),Greenlit
recO8h06vJnPV22iv,Arabic Calligraphy Canvass & Stencils,Our Patch - Get2Gether Group,2025-10-02 11:00:00+00:00,2025-10-07 13:00:00+00:00,"5 days, 2:00:00",,Event (any public-facing activity),Greenlit
recXFNxfTrlAySZz8,Boxing Session 8 - Focus on individual goals – Drill training. Confidence and Self Image,Our Patch - Boxing for wellbeing Carlton Bolling School,2025-07-25 08:30:00+00:00,2025-07-31 10:00:00+00:00,"6 days, 1:30:00",,Event (any public-facing activity),Greenlit
rec6twIy3CKXD2Vk3,"Launch of the in-person exhibition, including an opening/press night and premiere of the 5 films. ",Unseen by Ascendance,2025-05-24 10:00:00+00:00,2025-05-31 12:00:00+00:00,"7 days, 2:00:00",Kerry Campbell,Event (any public-facing activity),Greenlit
recTTIpgHtfS0jowx,Cohort HODs event delivery,Elevate - Heritage Skills Project,2025-09-11 23:00:00+00:00,2025-09-20 23:00:00+00:00,"9 days, 0:00:00",Alice Boulton-Breeze,Event (any public-facing activity),Greenlit
recYACvEPEydAmQrI,Dixons City Academy Workshop 1,STRIKE,2025-09-08 08:00:00+00:00,2025-09-18 14:00:00+00:00,"10 days, 6:00:00",Harry Jelley,Event (any public-facing activity),Greenlit
reczT5DrYCUma8pcd,"R&D sessions at the Playhouse for gathering story material, character development, and historical details.",Kennet Canal Boat Play by Northern Duck Productions,2025-03-03 11:12:00+00:00,2025-03-14 11:12:00+00:00,"11 days, 0:00:00",Alice Boulton-Breeze,Event (any public-facing activity),Greenlit
reczyDQngxelmChXX,Kaleidescope of Butterflies - Keighley Community Group visit (Keighley Association of Women and Children's Centre),Wild Uplands,2025-06-18 10:00:00+00:00,2025-07-01 13:30:00+00:00,"13 days, 3:30:00",Kat Boon,Event (any public-facing activity),Greenlit
recMApt24sqmcGzDD,Tu I Tam: Tim Smith & Lodz Fotofestival,Tu i Tam / Tyt i Tam: Tim Smith & Lodz Fotofestival,2025-06-11 23:00:00+00:00,2025-06-30 23:00:00+00:00,"19 days, 0:00:00",Dan Kok,Event (any public-facing activity),Greenlit
recgTYm1AUDPdrYZn,Bradford Literature Festival - New Commission,Bradford Literature Festival - New Commissions,2025-06-08 23:00:00+00:00,2025-06-29 23:00:00+00:00,"21 days, 0:00:00",,Event (any public-facing activity),Greenlit
receifvQfOVC6A03R,Kaleidoscope of Butterflies Wild Weds Family workshop,Wild Uplands,2025-05-28 10:00:00+00:00,2025-06-18 14:00:00+00:00,"21 days, 4:00:00",Kat Boon,Event (any public-facing activity),Greenlit
recs2viVg61NtHu5X,26p Exhibition LIVE,Frontline 1984-1985 by Victor Wedderburn,2025-04-18 11:12:00+00:00,2025-05-11 11:14:00+00:00,"23 days, 0:02:00",Kerry Campbell,Event (any public-facing activity),Greenlit
recFeSSmpMLlKT1s5,Mint Tea Drink Offer,Frontline 1984-1985 by Victor Wedderburn,2025-04-18 11:00:00+00:00,2025-05-11 13:00:00+00:00,"23 days, 2:00:00",Kerry Campbell,Event (any public-facing activity),Greenlit
recuiHDcStmO8LfY3,Board Game Offer,Frontline 1984-1985 by Victor Wedderburn,2025-04-18 11:00:00+00:00,2025-05-11 13:00:00+00:00,"23 days, 2:00:00",Kerry Campbell,Event (any public-facing activity),Greenlit
rec7AulafpUZxW72S,Draw Your Own Extraordinary Portrait,BBC Extraordinary Portraits,2025-03-13 12:00:00+00:00,2025-04-06 13:00:00+00:00,"24 days, 1:00:00",Jessica,Event (any public-facing activity),Greenlit
rec8Zp4grH1G72yG4,Curatorial workshop x2 ,New Focus: Bradford Young Curators,2025-02-01 00:00:00+00:00,2025-02-28 00:00:00+00:00,"27 days, 0:00:00",Kerry Campbell,Event (any public-facing activity),Greenlit
recMnxWGQAyYJ1ce8,Site visit TBC,The Bradford Progress,2025-02-01 00:00:00+00:00,2025-02-28 00:00:00+00:00,"27 days, 0:00:00",Kat Boon,Task,Greenlit
recOjUQUr8FtLjZOx,Score delivered,The Bradford Progress,2025-02-01 00:00:00+00:00,2025-02-28 00:00:00+00:00,"27 days, 0:00:00",Kat Boon,Schedule Entry,Greenlit
recP1O2lZ8dp8u7Ws,Professional musisians fixed,The Bradford Progress,2025-02-01 00:00:00+00:00,2025-02-28 00:00:00+00:00,"27 days, 0:00:00",Kat Boon,Task,Greenlit
recq5ELfhUrORYqF5,Travel / accommodation finalised,The Bradford Progress,2025-02-01 00:00:00+00:00,2025-02-28 00:00:00+00:00,"27 days, 0:00:00",Kat Boon,Task,Greenlit
rec8EG78nwF3IejpI,A Portrait of Us - Outdoor Exhibition,A Portrait of Us - Outdoor Exhibition,2024-09-08 23:00:00+00:00,2024-10-05 23:00:00+00:00,"27 days, 0:00:00",Jessica,Event (any public-facing activity),Greenlit
rec0xrYC62sVQ5lGG,Workshop with social media mentor  ,New Focus: Bradford Young Curators,2024-05-31 23:00:00+00:00,2024-06-29 23:00:00+00:00,"29 days, 0:00:00",Kerry Campbell,Event (any public-facing activity),Greenlit
rec6dXugpO92nmeGC,Induction event for New Focus /  Bradford Young Curators  ,New Focus: Bradford Young Curators,2024-05-31 23:00:00+00:00,2024-06-29 23:00:00+00:00,"29 days, 0:00:00",Kerry Campbell,Event (any public-facing activity),Greenlit
recAJLRUJj2UVc6KP,2 workshops inside 2 wards to encourage people to share their photographs and family stories ,New Focus: Bradford Young Curators,2024-08-31 23:00:00+00:00,2024-09-29 23:00:00+00:00,"29 days, 0:00:00",Kerry Campbell,Event (any public-facing activity),Greenlit
recEIpAye9sWYmjDJ,Curatorial workshop x2 ,New Focus: Bradford Young Curators,2025-03-31 23:00:00+00:00,2025-04-29 23:00:00+00:00,"29 days, 0:00:00",Kerry Campbell,Event (any public-facing activity),Greenlit
recow6dwhRX500J6k,1 day workshop - official induction with the whole project team / all mentors / New Focus / BYC / Bradford 2025. (face to face everybody get to know each other) ,New Focus: Bradford Young Curators,2024-05-31 23:00:00+00:00,2024-06-29 23:00:00+00:00,"29 days, 0:00:00",Kerry Campbell,Event (any public-facing activity),Greenlit
rec16RqwzHIVc1vas,R&D 1: Exploring instruments outdoors / amplification etc. ,The Bradford Progress,2024-05-31 23:00:00+00:00,2024-06-29 23:00:00+00:00,"29 days, 0:00:00",Kat Boon,Task,Greenlit
rec1NLVlaXblxfVAK,Composer(s) confirmed,The Bradford Progress,2024-05-31 23:00:00+00:00,2024-06-29 23:00:00+00:00,"29 days, 0:00:00",Kat Boon,Task,Greenlit
recHMhbWOZXapyNwY,Any broadcast element finalised,The Bradford Progress,2024-12-01 00:00:00+00:00,2024-12-30 00:00:00+00:00,"29 days, 0:00:00",Kat Boon,Task,Greenlit
recKtHaUyk6SzcmNx,Marketing / audience plan finalised,The Bradford Progress,2024-05-31 23:00:00+00:00,2024-06-29 23:00:00+00:00,"29 days, 0:00:00",Kat Boon,Task,Greenlit
recgRUklO1OMn1lNr,Marketing campaign/distribution,The Bradford Progress,2025-03-31 23:00:00+00:00,2025-04-29 23:00:00+00:00,"29 days, 0:00:00",Kat Boon,Task,Greenlit
recNgRQMz4t83lxQZ,Online exhibition launches. ,Unseen by Ascendance,2025-06-01 12:37:00+00:00,2025-06-30 12:37:00+00:00,"29 days, 0:00:00",Kerry Campbell,Event (any public-facing activity),Greenlit
recuInXeXODR91SrN,Curatorial workshop x2 ,New Focus: Bradford Young Curators,2025-03-01 00:00:00+00:00,2025-03-30 23:00:00+00:00,"29 days, 23:00:00",Kerry Campbell,Event (any public-facing activity),Greenlit
rec0bJ9b5QqpqHZcA,One day workshop - Designing community workshops  ,New Focus: Bradford Young Curators,2024-06-30 23:00:00+00:00,2024-07-30 23:00:00+00:00,"30 days, 0:00:00",Kerry Campbell,Event (any public-facing activity),Greenlit
rec2fHvGRTf0MPukh,Afternoon workshop - Unlocking Bradford’s family stories  ,New Focus: Bradford Young Curators,2024-06-30 23:00:00+00:00,2024-07-30 23:00:00+00:00,"30 days, 0:00:00",Kerry Campbell,Event (any public-facing activity),Greenlit
recFb5MhMcWd6Ovlr,Workshop Developing the events programme  ,New Focus: Bradford Young Curators,2025-07-31 23:00:00+00:00,2025-08-30 23:00:00+00:00,"30 days, 0:00:00",Kerry Campbell,Event (any public-facing activity),Greenlit
recSuRVHesDZY3HYD,Curatorial workshop - selecting work for the exhibition  ,New Focus: Bradford Young Curators,2025-06-30 23:00:00+00:00,2025-07-30 23:00:00+00:00,"30 days, 0:00:00",Kerry Campbell,Event (any public-facing activity),Greenlit
recTGlqgELjkciKAV,Launch of community workshops 3 workshops in 3 wards to encourage people to share their photographs and family stories.  ,New Focus: Bradford Young Curators,2024-07-31 23:00:00+00:00,2024-08-30 23:00:00+00:00,"30 days, 0:00:00",Kerry Campbell,Event (any public-facing activity),Greenlit
recq7J5GudDhQPRM7,Workshop- press and marketing  ,New Focus: Bradford Young Curators,2025-06-30 23:00:00+00:00,2025-07-30 23:00:00+00:00,"30 days, 0:00:00",Kerry Campbell,Event (any public-facing activity),Greenlit
recvOoEbJyTpAqQC3,One day workshop – Curating an exhibition  ,New Focus: Bradford Young Curators,2025-01-01 00:00:00+00:00,2025-01-31 00:00:00+00:00,"30 days, 0:00:00",Kerry Campbell,Event (any public-facing activity),Greenlit
recwvjmKJtKKdflid,Workshop -  creating the events programme  ,New Focus: Bradford Young Curators,2025-06-30 23:00:00+00:00,2025-07-30 23:00:00+00:00,"30 days, 0:00:00",Kerry Campbell,Event (any public-facing activity),Greenlit
recxtdXTVn7kEevHB,Social media workshop  ,New Focus: Bradford Young Curators,2025-04-30 23:00:00+00:00,2025-05-30 23:00:00+00:00,"30 days, 0:00:00",Kerry Campbell,Event (any public-facing activity),Greenlit
rec4C5OPAQfFLTv7l,"Production team confirmed: Stage Management, Production Managers, Event Management, Engineers etc. ",The Bradford Progress,2024-07-31 23:00:00+00:00,2024-08-30 23:00:00+00:00,"30 days, 0:00:00",Kat Boon,Task,Greenlit
recGY474J9bphYV8O,Event route confirmed,The Bradford Progress,2024-07-31 23:00:00+00:00,2024-08-30 23:00:00+00:00,"30 days, 0:00:00",Kat Boon,Task,Greenlit
recQDanEVkbKVVxfw,(TBC) Participant soft call out (to be explored),The Bradford Progress,2024-06-30 23:00:00+00:00,2024-07-30 23:00:00+00:00,"30 days, 0:00:00",Kat Boon,Task,Greenlit
recW3Z9pHOsS3Vja2,Accommodation held,The Bradford Progress,2024-12-01 00:00:00+00:00,2024-12-31 00:00:00+00:00,"30 days, 0:00:00",Kat Boon,Task,Greenlit
recfMb8uJNujpv1Ld,(TBC) Smoosh delivered as part of BD Fest,The Bradford Progress,2024-06-30 23:00:00+00:00,2024-07-30 23:00:00+00:00,"30 days, 0:00:00",Kat Boon,Task,Greenlit
recfNiqTRWb9M1lH8,Key partners confirmed E.g. Commoners Choir or any other key groups/partners on the project.,The Bradford Progress,2024-06-30 23:00:00+00:00,2024-07-30 23:00:00+00:00,"30 days, 0:00:00",Kat Boon,Task,Greenlit
recgfsWPfmPOiqY8G,Major venues/locations booked,The Bradford Progress,2024-07-31 23:00:00+00:00,2024-08-30 23:00:00+00:00,"30 days, 0:00:00",Kat Boon,Task,Greenlit
reci1NmlIw1GAKYHs,"Any other Creative Team members confirmed E.g. Choreographer/Movement Director, Lighting Designer, Sound Designer etc. ",The Bradford Progress,2024-07-31 23:00:00+00:00,2024-08-30 23:00:00+00:00,"30 days, 0:00:00",Kat Boon,Task,Greenlit
reciRG0iYBfZxsaqq,Any other venues/locations booked,The Bradford Progress,2024-12-01 00:00:00+00:00,2024-12-31 00:00:00+00:00,"30 days, 0:00:00",Kat Boon,Task,Greenlit
recoSqmyfjMAWz6GF,"Title, copy & images created - for announcement",The Bradford Progress,2024-04-30 23:00:00+00:00,2024-05-30 23:00:00+00:00,"30 days, 0:00:00",Kat Boon,Task,Greenlit
recof0YusM11KJEpL,Audience access plan finalised,The Bradford Progress,2024-12-01 00:00:00+00:00,2024-12-31 00:00:00+00:00,"30 days, 0:00:00",Kat Boon,Task,Greenlit
recsttktTRUlGBcQd,Rehearsal space confirmed,The Bradford Progress,2025-01-01 00:00:00+00:00,2025-01-31 00:00:00+00:00,"30 days, 0:00:00",Kat Boon,Task,Greenlit
recP1Ent3jqimIHga,DIDN'T HAPPEN - 4 x Artist Talks ,Wild Uplands,2025-05-01 10:27:00+00:00,2025-05-31 10:27:00+00:00,"30 days, 0:00:00",Kat Boon,Event (any public-facing activity),Greenlit
recps1PFtp0yo7AAb,Botanical Tiles - Keighley community group facilitated visit (Worth Valley Foodbank),Wild Uplands,2025-07-01 10:31:00+00:00,2025-07-31 10:31:00+00:00,"30 days, 0:00:00",Kat Boon,Event (any public-facing activity),Greenlit
recSrdnyiGkTAcu8B,Half day workshop -  discussing photos and stories uncovered in the community workshops ,New Focus: Bradford Young Curators,2024-09-30 23:00:00+00:00,2024-10-31 00:00:00+00:00,"30 days, 1:00:00",Kerry Campbell,Event (any public-facing activity),Greenlit
recZS7kYaDNMVTPFh,Instrumentation confirmed,The Bradford Progress,2024-09-30 23:00:00+00:00,2024-10-31 00:00:00+00:00,"30 days, 1:00:00",Kat Boon,Task,Greenlit
rect35cJaXnzx7Wj8,Licencing / Event Management paperwork,The Bradford Progress,2024-09-30 23:00:00+00:00,2024-10-31 00:00:00+00:00,"30 days, 1:00:00",Kat Boon,Task,Greenlit
rectoUTWdNCS6MolB,"R&D 2: Exploring the music / score, if required. ",The Bradford Progress,2024-09-30 23:00:00+00:00,2024-10-31 00:00:00+00:00,"30 days, 1:00:00",Kat Boon,Task,Greenlit
recg2lVgE53yfytG0,"Boxing Session 1 Introduction to Health & Wellbeing, Importance of focus and discipline, expectations from group, boxing techniques & Language, discipline and focus to support mental health & physical health. Workout 1 and shadow boxing, exercise. Group listening techniques.",Our Patch - Boxing for wellbeing Al Hira Mosque,2025-06-15 09:00:00+00:00,2025-07-15 10:30:00+00:00,"30 days, 1:30:00",,Event (any public-facing activity),Greenlit
recCc4gkF4XXOkKW0,The Girl,Bradford's Bigger Picture - Pictureville Year Round Programme,2025-06-19 18:00:00+00:00,2025-07-19 20:00:00+00:00,"30 days, 2:00:00",Kat Boon,Event (any public-facing activity),Greenlit
