TOTAL CARBON FOOTPRINT (tCO2e),Average car occupancy,TOTAL MILES BY ALL TRAVEL TYPES,Percentage of total miles by bicycle,Percentage of total miles by bus,Percentage of total miles by car (diesel),Percentage of total miles by car (electric),Percentage of total miles by car (hybrid),Percentage of total miles by car (other),Percentage of total miles by car (petrol),Percentage of total miles by car (plug in hybrid),Percentage of total miles by coach,Percentage of total miles by ferry,Percentage of total miles by flying,Percentage of total miles by motorbike,Percentage of total miles by rail,Percentage of total miles by taxi,Carbon footprint - Bus,Carbon footprint - Car (Diesel),Carbon footprint - Car (Electric),Carbon footprint - Car (Hybrid),Carbon footprint - Car (Other),Carbon footprint - Car (Petrol),Carbon footprint - Car (Plug in hybrid),Carbon footprint - Coach,Carbon footprint - Ferry,Carbon footprint - Flying,Carbon footprint - Motorbike,Carbon footprint - Rail,Carbon footprint - Taxi
1.57,1,14.55,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1574.89,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0.21,2.5,11.03,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,212.57,0,0,0,0,0,0,0
0,3.11,412.41,0,0,3.18,0,0,0,96.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0.48,4.33,26.8,0,0,22.43,32.72,0,22.43,22.43,0,0,0,0,0,0,0,0,141.58,60.76,0,141.58,137.41,0,0,0,0,0,0,0
1.33,2.6,108.31,0,5.16,5.42,11.58,0,9.05,0,0,0,0,0,0,68.79,0,178.48,190.37,59.81,0,158.91,0,0,0,0,0,0,743.45,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0.89,2.44,64.73,0,0,14.86,10,7.89,10.07,57.18,0,0,0,0,0,0,0,0,164.88,65.23,128.8,223.5,307.84,0,0,0,0,0,0,0
0.05,4,5.88,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,48.51,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.5,652.99,0,72.65,0,0,0,0,1.68,0,0,0,0,0,25.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0.2,2.33,12.85,0,1.79,0,46.77,0,0,50.74,0,0,0,0,0,0,0.7,14.92,0,65,0,0,116.35,0,0,0,0,0,0,6.94
1.02,3,155.96,0,6.52,1.4,0,0,7.1,3.32,0,0,0,0,0,81.5,0.16,135.12,31.87,0,0,323.98,73.5,0,0,0,0,0,439.78,19.72
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
8.75,3.5,121.27,0,0,5.38,0,0,79.04,15.59,0,0,0,0,0,0,0,0,533.3,0,0,7839.98,375.11,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3,3,6.44,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,297.79,0,0,0,0,0,0,0,0,0,0,0
4.57,2.33,244.79,0,0.85,10.3,54.82,4.99,11.25,12.2,0,0,0,0,0,4.94,0.66,82.62,380.28,1785.36,406.13,1245.8,218.5,0,0,0,0,0,301.58,152.61
1.36,1.5,27.3,0,0,0,0,19.82,0,80.18,0,0,0,0,0,0,0,0,0,0,214.6,0,1146.16,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
11.18,1,54.27,0,8.83,0.72,3.76,0,1.25,1.25,0,0,0,0,0,81.41,2.78,1754.71,565.94,870.67,0,986.76,957.74,0,0,0,0,0,5057.63,985.31
3.79,2.75,62.5,0,27.6,0,0.53,0,12.64,39.94,0,0,0,0,0,19.3,0,2220.89,0,12,0,325.58,748.8,0,0,0,0,0,485.22,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0.3,3,2.64,0,79.92,20.08,0,0,0,0,0,0,0,0,0,0,0,266.22,29.43,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,4.72,0,39.41,42.37,18.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
146.99,2.23,7647.16,0.02,3.83,7.25,5.7,4.13,1.87,43.15,0.2,0,0,0,0,33.02,0.82,13668.28,18780.44,8689.6,17293.77,7120.17,34595.08,15218.51,0,0,0,0,19860.52,11768.31
0,3,0.23,8.7,69.57,0,0,0,13.04,0,0,0,0,0,4.35,0,4.35,0,0,0,0,0,0,0,0,0,0,0,0,0
0.37,3,27.48,0,0,38.17,61.83,0,0,0,0,0,0,0,0,0,0,0,247.28,117.8,0,0,0,0,0,0,0,0,0,0
1.18,1.75,57.69,0,21.88,0,0,5.79,12.88,6.29,0,0,0,0,0,53.16,0,357.45,0,0,157.46,238.18,225.89,0,0,0,0,0,203.6,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
14.96,3.33,95.67,0,16.14,53.37,0,0,10.96,17.81,0,0,0,0,0,1.71,0,7124.48,4671.15,0,0,1919.32,1008.69,0,0,0,0,0,236.48,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7,34.8,0,0,58.13,0,16.72,18.42,6.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0.87,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.63,2.25,95.45,0,0,15.07,4,6.15,8.52,64.09,0,0,0,0,0,0,2.18,0,380.27,59.42,228.28,214.99,523.34,0,0,0,0,0,0,222.6
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0.07,0,6.56,19.36,0,0,0,0,0,0,0,0,0,0,0,80.64,0,0,0,0,0,0,0,0,0,0,0,0,69.81,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
936.9,3.33,1023.79,0,17.86,2.04,0,0,0,43.56,0,0,0,0,0,36.54,0,416588.12,18895.2,0,0,0,279377.06,0,0,0,0,0,222035.29,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1785.61,2.83,45057.16,0.02,1.45,15.31,4.85,8.26,8.37,28.74,1.05,1.23,0,0,0,29.99,0.73,94241.46,250439.6,59116.01,158428.15,222220.02,240480.29,139416.77,333717.26,0,0,10672.46,129068.7,147810.11
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
11.21,2,49.99,0,0,8.42,0,0,0,0,0,0,0,0,0,91.58,0,0,1823.6,0,0,0,0,0,0,0,0,0,9386.27,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
19.29,2.48,730.5,0,3,27.59,4.31,16.74,4.87,19.85,0,0,0,0,0,20.63,3.02,1592.41,5566.12,596.6,5793.51,1374.02,1088.28,0,0,0,0,0,899.73,2374.52
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2.03,2.43,194.44,0,2.98,7.54,1.29,0,10.4,49.06,0,0,0,0,0,28.73,0,182.2,187.68,18.83,0,517.99,790.21,0,0,0,0,0,329.03,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
5.39,2.11,301.56,0,2.36,0,1.17,63.45,3.74,6.01,0,0,0,0,0,22.93,0.34,212.97,0,29.03,3944.89,210.66,493.1,0,0,0,0,0,387.22,109.6
1.03,2.33,65.63,0,12.39,0,0,6.77,11.21,11.14,0,0,0,0,0,49.64,8.85,171.66,0,0,156.26,176.13,113.2,0,0,0,0,0,122.84,291.35
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
38.4,1.96,1323.83,0.14,4.15,3.52,1.9,17.87,6.16,13.88,0,0,0,0,0,50.26,2.12,2517.66,2260.63,1253.22,19699.04,2308.51,2633.58,0,0,0,0,0,4368,3361.14
665.48,2.15,1708.58,0,1.55,0.8,9.6,23.52,2.71,32.13,0,7.3,0,0,0,22.37,0.03,25028.97,15777.52,55948.09,128538.88,53724.77,168591.52,0,176638.42,0,0,0,37597.57,3633.92
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
1.23,2.11,334.13,1.07,1.36,14.28,4.11,1.61,10.37,41.04,0,0,0,0,0,21.52,4.64,70.3,307.51,78.14,38.25,167.55,285.94,0,0,0,0,0,138.83,142.09
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
42.94,2,222.96,0,0,93.68,0,0,0,0,0,0,0,0,0,6.32,0,0,41613.27,0,0,0,0,0,0,0,0,0,1329.73,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
44,3.13,1528.15,0.01,2.44,9.71,5.77,2.02,15.75,23.59,1,0,0,0,0,39.16,0.56,3440.19,3844.67,1681.36,1760.99,9353.6,3999.01,1549.67,0,0,0,0,9067.53,9299.52
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
81.91,2.28,826.52,0,3.11,38.25,2.35,6.8,0.24,15.8,2.23,0,0,0,0,30.96,0.24,4748.79,28190.14,1528.83,7375.33,1080.81,5651.45,6490.29,0,0,0,0,24630.33,2216.18
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
27.77,4,9.09,0,31.13,0,0,0,0,22.99,0,0,0,0,0,45.87,0,11598.86,0,0,0,0,5488.98,0,0,0,0,0,10681.82,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
424.18,1.88,263.48,0,2.57,36.97,0,0,0,45.31,0,0,0,0,0,15.15,0,26453.62,267360.9,0,0,0,105997.37,0,0,0,0,0,24366.79,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
5.01,2.27,3848.59,4.38,1.35,18.74,0.35,9.08,11.99,24.68,0,0,0,0,0,29.43,0,236.92,1431.4,31.75,815.83,1046.48,914.7,0,0,0,0,0,536.65,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
538.7,2.9,12159.02,0.04,9.94,13.03,3.12,2.28,6.11,22.68,1.66,0.03,0,0,0,38.54,2.57,65245.03,80450.38,24279.14,39595.01,55327.25,74184.87,34843.61,12589.65,0,0,0,61972.86,90216.06
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
240.34,2.08,610.33,0.39,2.9,24.06,4.19,3.09,20.14,16.73,0,0,0,0,0,27.16,1.32,19470.38,73175.15,26239.18,16138.77,22566.71,34561.24,0,0,0,0,0,21895.04,26291.75
660.61,2.67,30.06,0,0,0,0,0,0,96.14,0,0,0,0,0,0,3.86,0,0,0,0,0,413964.14,0,0,0,0,0,0,246645.3
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.24,1443.32,0.08,9.05,2.45,6.83,0.96,1.91,13.28,0.45,0,0,0,0,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.31,2710.89,0.25,6.31,10.89,4.15,10.01,7.6,29.12,7.88,0,0,0,0,23.63,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
